awards,corporations,draft,expansions,generations,map,milestones,players,scores,timestamp,wgt,country,colonies,rank,key 
"['BANKER', 'SCIENTIST', 'MINER']","['LAKEFRONT RESORTS', 'POLYPHEMOS']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",11,THARSIS,"['MAYOR', 'GARDENER', 'HOVERLORD']",2,"['124', '101']",1569069549,NO,US,,0,-LpIpJZQ_ONv0TS2I47V
"['DESERT SETTLER', 'ESTATE DEALER', 'VENUPHILE']","['TERACTOR', 'UTOPIA']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",2,"['189', '126']",1569069619,NO,US,,1,-LpIp_fV3-nqqKctTGVz
"['DESERT SETTLER', 'BENEFACTOR', 'VENUPHILE']","['THARSIS REPUBLIC', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['163', '141']",1569078708,NO,DE,"['CERES', 'ENCELADUS', 'GANYMEDE', 'LUNA', 'PLUTO']",0,-LpJNE9oLOXgYvn7CKQ1
"['LANDLORD', 'BANKER', 'THERMALIST']","['INVENTRIX', 'CREDICOR', 'MINING GUILD', 'UNMI']",NO,['CORPORATE'],12,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['95', '90', '70', '54']",1569080066,NO,US,,0,-LpJSRD8OA625zIAj6PQ
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['SATURN SYSTEMS', 'INTERPLAN. CINEMATICS', 'HELION', 'ECOLINE']",YES,['CORPORATE'],11,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'LEGEND']",4,"['86', '71', '67', '64']",1569086849,NO,FR,,3,-LpJrI2bGlCxEkBMEJxQ
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['VIRON', 'PHOBOLOG']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['TERRAFORMER', 'GARDENER', 'HOVERLORD']",2,"['103', '98']",1569087355,NO,IT,"['ENCELADUS', 'IO', 'LUNA', 'PLUTO', 'TRITON']",1,-LpJtEcesCtnJXNjWfDK
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['MINING GUILD', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",2,"['122', '98']",1569092281,NO,GB,"['CERES', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'LUNA']",0,-LpKB1DkCIbZuDcA8lWs
"['BANKER', 'SCIENTIST', 'MINER']","['TERACTOR', 'MINING GUILD']",NO,['CORPORATE'],12,THARSIS,"['GARDENER', 'BUILDER', 'PLANNER']",2,"['110', '90']",1569104118,NO,BR,,0,-LpKtGuQ_Ev5rdisaDK2
"['LANDLORD', 'THERMALIST', 'MINER']","['ECOLINE', 'SATURN SYSTEMS', 'INTERPLAN. CINEMATICS']",NO,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['87', '71', '70']",1569125428,NO,,,1,-LpM9Tf1m3guXCeXXY-M
"['MAGNATE', 'EXCENTRIC', 'CONTRACTOR']","['POINT LUNA', 'SATURN SYSTEMS', 'POLYPHEMOS']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",10,HELLAS,"['POLAR EXPLORER', 'ENERGIZER', 'RIM SETTLER']",3,"['98', '88', '83']",1569135810,NO,US,"['LUNA', 'MIRANDA', 'PLUTO', 'TITAN', 'TRITON']",2,-LpMm4YOIaWJlPt0Y8m8
"['ESTATE DEALER', 'BENEFACTOR', 'VENUPHILE']","['UNMI', 'SATURN SYSTEMS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'HOVERLORD']",2,"['124', '118']",1569140503,NO,GB,"['CERES', 'EUROPA', 'LUNA', 'MIRANDA', 'PLUTO']",0,-LpN2zCmtjD5q6kxgf31
"['LANDLORD', 'SCIENTIST', 'MINER']","['UNMI', 'HELION']",YES,['PRELUDE'],11,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['111', '92']",1569140535,NO,US,,0,-LpN36DEV38A9BlMFjBz
"['BANKER', 'THERMALIST', 'MINER']","['THORGATE', 'HELION']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",2,"['96', '94']",1569143349,NO,IT,"['CALLISTO', 'CERES', 'ENCELADUS', 'GANYMEDE', 'IO']",1,-LpNDq8xXC--jwwEqgNh
"['DESERT SETTLER', 'BENEFACTOR']","['TERACTOR', 'ARKLIGHT', 'INTERPLAN. CINEMATICS', 'THARSIS REPUBLIC', 'INVENTRIX']",NO,['CORPORATE'],8,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",5,"['64', '64', '58', '52', '46']",1569144414,NO,FR,,0,-LpNHscLBKKCkSbawK-y
"['CULTIVATOR', 'SPACE BARON', 'CONTRACTOR']","['THORGATE', 'INVENTRIX', 'ARKLIGHT', 'PHOBOLOG', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'HOVERLORD']",5,"['75', '74', '74', '67', '61']",1569146861,NO,BY,"['CERES', 'ENCELADUS', 'GANYMEDE', 'IO', 'LUNA', 'MIRANDA', 'TRITON']",3,-LpNRENCMB5UqZ9KsGiq
"['BANKER', 'THERMALIST', 'MINER']","['INTERPLAN. CINEMATICS', 'THARSIS REPUBLIC', 'TERACTOR']",YES,"['CORPORATE', 'PRELUDE']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['112', '91', '85']",1569165141,NO,GB,,0,-LpOWyIxWUakJ7Uk_ffu
"['CELEBRITY', 'DESERT SETTLER', 'ESTATE DEALER']","['VITOR', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",2,"['109', '109']",1569166255,NO,GB,"['CERES', 'GANYMEDE', 'LUNA', 'PLUTO', 'TRITON']",0,-LpOaDFAq0pxZ8tudYiv
"['LANDLORD', 'BANKER', 'MINER']","['ROBINSON INDUSTRIES', 'ARKLIGHT']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",14,THARSIS,"['MAYOR', 'GARDENER', 'HOVERLORD']",2,"['113', '84']",1569170429,NO,IT,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'PLUTO']",1,-LpOq8MDJ49M2U0UoXzm
"['LANDLORD', 'BANKER', 'MINER']","['TERACTOR', 'THARSIS REPUBLIC', 'CREDICOR']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['90', '78', '72']",1569176962,NO,US,,0,-LpPE4PhZpv0IUAaz104
"['SCIENTIST', 'MINER', 'VENUPHILE']","['POSEIDON', 'VALLEY TRUST', 'VIRON']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['135', '127', '98']",1569180147,NO,HU,"['GANYMEDE', 'LUNA', 'MIRANDA', 'PLUTO', 'TRITON']",1,-LpPQCumSftbdempJZnF
"['ESTATE DEALER', 'BENEFACTOR', 'VENUPHILE']","['SATURN SYSTEMS', 'MANUTECH', 'POINT LUNA']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",3,"['136', '121', '115']",1569186277,NO,DE,"['ENCELADUS', 'LUNA', 'PLUTO', 'TITAN', 'TRITON']",0,-LpPmaHe09q2EPmUQ4Od
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['POINT LUNA', 'UNMI']",YES,"['CORPORATE', 'PRELUDE']",13,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['137', '87']",1569194173,NO,CA,,0,-LpQFibjZadMtFOQUBq8
"['CULTIVATOR', 'MAGNATE', 'CONTRACTOR']","['TERACTOR', 'CREDICOR']",YES,"['CORPORATE', 'PRELUDE']",8,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",2,"['75', '71']",1569194240,NO,CA,,0,-LpQFyvWsQGS772iAr7y
"['INDUSTRIALIST', 'ESTATE DEALER']","['SPLICE', 'CREDICOR', 'CHEUNG SHING MARS', 'PHOBOLOG']",YES,"['CORPORATE', 'PRELUDE']",8,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'TYCOON']",4,"['77', '75', '71', '66']",1569224135,NO,CZ,,0,-LpS207ND2jwLCGpN2la
"['CELEBRITY', 'ESTATE DEALER', 'VENUPHILE']","['PHOBOLOG', 'APHRODITE', 'ARCADIAN COMMUNITIES', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",4,"['87', '65', '54', '52']",1569234589,YES,DE,"['CERES', 'ENCELADUS', 'EUROPA', 'LUNA', 'TITAN', 'TRITON']",0,-LpSetXgtD-_o4x7JzLl
"['LANDLORD', 'SCIENTIST']","['PHOBOLOG', 'THORGATE', 'INTERPLAN. CINEMATICS', 'HELION']",NO,['CORPORATE'],8,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['62', '50', '48', '34']",1569267716,NO,CZ,,1,-LpUdFs4DNQzDbs9qdcw
"['DESERT SETTLER', 'ESTATE DEALER', 'BENEFACTOR']","['ECOLINE', 'CREDICOR', 'INTERPLAN. CINEMATICS', 'PHOBOLOG']",NO,['CORPORATE'],10,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",4,"['80', '70', '54', '53']",1569271066,NO,CZ,,0,-LpUq1j4RVv44i0ovIr1
"['LANDLORD', 'BANKER']","['UNMI', 'CREDICOR', 'SATURN SYSTEMS', 'THORGATE']",NO,['CORPORATE'],7,THARSIS,"['TERRAFORMER', 'MAYOR', 'PLANNER']",4,"['67', '62', '55', '40']",1569272328,NO,CZ,,0,-LpUuqsGNEqBt79YVNT4
"['CELEBRITY', 'ESTATE DEALER', 'BENEFACTOR']","['SATURN SYSTEMS', 'UNMI', 'ECOLINE', 'HELION']",NO,['CORPORATE'],8,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'LEGEND']",4,"['58', '57', '53', '51']",1569273036,NO,CZ,,2,-LpUxYbkqtlG_6VTly4G
"['INDUSTRIALIST', 'DESERT SETTLER', 'ESTATE DEALER']","['THARSIS REPUBLIC', 'INVENTRIX', 'THORGATE', 'CREDICOR']",NO,['CORPORATE'],10,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'TYCOON']",4,"['80', '73', '70', '59']",1569274170,NO,CZ,,1,-LpV0sYP9rRRe5PckDGn
"['MAGNATE', 'SPACE BARON', 'CONTRACTOR']","['MINING GUILD', 'INVENTRIX', 'ECOLINE', 'PHOBOLOG']",NO,['CORPORATE'],9,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",4,"['72', '61', '54', '43']",1569274377,NO,CZ,,2,-LpV1f57KR1R5EGFxyM1
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['INTERPLAN. CINEMATICS', 'PHOBOLOG', 'CREDICOR', 'HELION']",NO,['CORPORATE'],9,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",4,"['66', '62', '60', '54']",1569280392,NO,CZ,,3,-LpVObaXhNu-1zSATKJq
"['SCIENTIST', 'THERMALIST', 'MINER']","['ECOLINE', 'MINING GUILD', 'CREDICOR', 'THORGATE']",NO,['CORPORATE'],8,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['61', '56', '51', '48']",1569280676,NO,CZ,,1,-LpVPgt_cpG-QZKkPa71
"['CELEBRITY', 'ESTATE DEALER', 'BENEFACTOR']","['PHOBOLOG', 'UNMI', 'MINING GUILD', 'THORGATE']",NO,['CORPORATE'],9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",4,"['78', '73', '60', '57']",1569281113,NO,CZ,,1,-LpVRMf-INYVp-okhTm2
"['LANDLORD', 'BANKER', 'SCIENTIST']","['INTERPLAN. CINEMATICS', 'CREDICOR', 'PHOBOLOG', 'MINING GUILD']",NO,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['79', '73', '68', '51']",1569281459,NO,CZ,,2,-LpVSg8On04SKHDESsuO
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['PHOBOLOG', 'INTERPLAN. CINEMATICS', 'TERACTOR', 'THORGATE']",NO,['CORPORATE'],8,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",4,"['71', '69', '63', '40']",1569282343,NO,CZ,,2,-LpVW2wa1y6kWFf8pmjx
"['LANDLORD', 'SCIENTIST', 'MINER']","['TERACTOR', 'CREDICOR', 'UNMI', 'ECOLINE']",NO,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'PLANNER']",4,"['82', '79', '62', '56']",1569282838,NO,CZ,,3,-LpVXwbM678Z9KvO8tMN
"['SCIENTIST', 'THERMALIST', 'MINER']","['THARSIS REPUBLIC', 'PHOBOLOG', 'CREDICOR', 'INVENTRIX']",NO,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",4,"['77', '71', '59', '47']",1569284087,NO,CZ,,3,-LpVbhYgaII_uC2o_b6G
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['INVENTRIX', 'HELION', 'CREDICOR']",NO,['CORPORATE'],12,ELYSIUM,"['SPECIALIST', 'TYCOON', 'LEGEND']",3,"['102', '85', '84']",1569284360,NO,CZ,,0,-LpVckIW2iu90zSE-8nq
"['BANKER', 'SCIENTIST', 'THERMALIST']","['ECOLINE', 'MINING GUILD', 'TERACTOR', 'HELION']",NO,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['66', '60', '57', '46']",1569284517,NO,CZ,,3,-LpVdLbl3ApnxDb8bWn-
"['MAGNATE', 'SPACE BARON', 'VENUPHILE']","['CHEUNG SHING MARS', 'VITOR', 'ROBINSON INDUSTRIES', 'CREDICOR']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'RIM SETTLER']",4,"['88', '86', '83', '73']",1569285082,NO,CZ,,0,-LpVfVY-fLpx9ClLvuEj
"['DESERT SETTLER', 'ESTATE DEALER', 'BENEFACTOR']","['CREDICOR', 'VALLEY TRUST', 'TERACTOR', 'MANUTECH']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",8,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",4,"['71', '69', '66', '64']",1569285414,NO,CZ,,0,-LpVglZWr_6gFgzIOwOm
"['CELEBRITY', 'ESTATE DEALER', 'BENEFACTOR']","['ARIDOR', 'MORNING STAR', 'ROBINSON INDUSTRIES', 'POLYPHEMOS']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'HOVERLORD']",4,"['88', '76', '74', '72']",1569285940,NO,CZ,"['ENCELADUS', 'EUROPA', 'GANYMEDE', 'LUNA', 'PLUTO', 'TITAN', 'TRITON']",1,-LpVim7cATcAUjNWj4aX
"['BENEFACTOR', 'VENUPHILE']","['POSEIDON', 'VIRON', 'POINT LUNA', 'VALLEY TRUST']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'HOVERLORD']",4,"['78', '73', '69', '55']",1569286438,NO,CZ,"['CALLISTO', 'CERES', 'IO', 'LUNA', 'PLUTO', 'TRITON']",0,-LpVkfYjP0pF-kBy0CRP
"['LANDLORD', 'BANKER', 'THERMALIST']","['MINING GUILD', 'PHOBOLOG', 'SATURN SYSTEMS', 'INTERPLAN. CINEMATICS']",NO,['CORPORATE'],9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['77', '63', '62', '57']",1569286673,NO,CZ,,2,-LpVl_1bHU2L-Eucttn1
"['DESERT SETTLER', 'BENEFACTOR', 'VENUPHILE']","['MORNING STAR', 'CHEUNG SHING MARS', 'VALLEY TRUST', 'VITOR']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",7,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'HOVERLORD']",4,"['61', '60', '48', '46']",1569287684,NO,CZ,,1,-LpVpQrk-8o1aYXAS_V4
"['BANKER', 'THERMALIST', 'MINER']","['ECOLINE', 'SATURN SYSTEMS', 'CREDICOR', 'INVENTRIX']",NO,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",4,"['71', '68', '61', '59']",1569287873,NO,CZ,,0,-LpVq8yeqwRiujeHXVKK
"['INDUSTRIALIST', 'DESERT SETTLER', 'ESTATE DEALER']","['THARSIS REPUBLIC', 'POSEIDON', 'SATURN SYSTEMS', 'RECYCLON']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",4,"['88', '80', '79', '67']",1569288124,NO,CZ,"['CERES', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'IO', 'TRITON']",0,-LpVr6LGKPybiYj52Baw
"['MAGNATE', 'SPACE BARON', 'CONTRACTOR']","['PHOBOLOG', 'CREDICOR', 'VALLEY TRUST', 'CHEUNG SHING MARS']",NO,"['CORPORATE', 'PRELUDE']",9,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'RIM SETTLER']",4,"['75', '75', '70', '67']",1569288505,NO,CZ,,0,-LpVsZEr0bwd2NfH4ss8
"['LANDLORD', 'SCIENTIST', 'MINER']","['HELION', 'THORGATE', 'SATURN SYSTEMS', 'MINING GUILD']",NO,['CORPORATE'],9,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['66', '66', '47', '45']",1569288877,NO,CZ,,0,-LpVtz6VVqgLfFGCbCqN
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['POSEIDON', 'INVENTRIX', 'VALLEY TRUST', 'ARCADIAN COMMUNITIES']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,HELLAS,"['POLAR EXPLORER', 'ENERGIZER', 'RIM SETTLER']",4,"['94', '76', '72', '61']",1569289150,NO,CZ,"['CERES', 'EUROPA', 'GANYMEDE', 'IO', 'TITAN', 'TRITON']",0,-LpVv0q75WhrVKgB8fqb
"['ESTATE DEALER', 'BENEFACTOR', 'VENUPHILE']","['MONS INSURANCE', 'RECYCLON', 'UTOPIA', 'FACTORUM']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",8,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",4,"['67', '63', '62', '61']",1569289459,NO,CZ,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'LUNA', 'MIRANDA']",0,-LpVwCEXJ4WcVHhOAwxV
"['CULTIVATOR', 'MAGNATE', 'SPACE BARON']","['ARIDOR', 'ECOLINE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",2,"['158', '145']",1569324046,YES,,"['ENCELADUS', 'GANYMEDE', 'IO', 'LUNA', 'MIRANDA', 'PLUTO']",1,-LpY-8uBXvhy2Nn7VgcH
"['LANDLORD', 'BANKER', 'THERMALIST']","['TERACTOR', 'PHOBOLOG', 'THORGATE']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",3,"['131', '107', '73']",1569346005,NO,US,,1,-LpZIuWqRyGqyLLZQXdA
"['LANDLORD', 'BANKER', 'THERMALIST']","['BEGINNER', 'BEGINNER', 'BEGINNER', 'BEGINNER']",NO,['PRELUDE'],8,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['72', '70', '65', '52']",1569381965,NO,CA,,0,-LpaS5Adj12Vh2Fj6bwM
"['LANDLORD', 'THERMALIST', 'MINER']","['POINT LUNA', 'VITOR', 'INTERPLAN. CINEMATICS']",YES,"['CORPORATE', 'PRELUDE']",9,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",3,"['78', '78', '74']",1569389625,NO,US,,0,-LpauIzhkgT0mUlHbC1h
"['LANDLORD', 'THERMALIST', 'VENUPHILE']","['VITOR', 'MORNING STAR', 'VIRON', 'UNMI']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,THARSIS,"['GARDENER', 'PLANNER', 'HOVERLORD']",4,"['69', '66', '60', '50']",1569399697,YES,DE,"['CALLISTO', 'CERES', 'EUROPA', 'GANYMEDE', 'PLUTO', 'TITAN']",1,-LpbVint_iVMyEQZXVMS
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['ARIDOR', 'MONS INSURANCE', 'LAKEFRONT RESORTS', 'MORNING STAR', 'POSEIDON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",6,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",5,"['23', '23', '23', '23', '23']",1569420825,NO,KR,"['CALLISTO', 'CERES', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'IO', 'LUNA', 'MIRANDA']",0,-LpclJizgCWX1KvJGsE3
"['CELEBRITY', 'DESERT SETTLER', 'ESTATE DEALER']","['ROBINSON INDUSTRIES', 'ARKLIGHT']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",14,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['130', '127']",1569439265,NO,PL,"['CERES', 'ENCELADUS', 'IO', 'LUNA', 'TITAN']",1,-LpdrfPasZV89PTkFiBf
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['THARSIS REPUBLIC', 'ROBINSON INDUSTRIES', 'POINT LUNA']",YES,"['CORPORATE', 'PRELUDE']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['97', '78', '74']",1569446020,NO,IT,,0,-LpeGRTuWrdhFmt7prRK
"['CULTIVATOR', 'MAGNATE', 'CONTRACTOR']","['TERACTOR', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",2,"['144', '111']",1569514641,YES,DE,"['CALLISTO', 'CERES', 'ENCELADUS', 'TITAN', 'TRITON']",0,-LpiMCRwJsDx5kZ2c1xR
"['LANDLORD', 'BANKER', 'MINER']","['ECOLINE', 'SATURN SYSTEMS']",YES,"['CORPORATE', 'PRELUDE']",12,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['124', '106']",1569526636,NO,SK,,0,-Lpj3xzC434J8nqE7Yrm
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['RECYCLON', 'POLYPHEMOS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",2,"['125', '117']",1569529249,NO,GB,"['CALLISTO', 'ENCELADUS', 'LUNA', 'MIRANDA', 'PLUTO']",0,-LpjDw16JK9wSOyj3KnN
"['BANKER', 'SCIENTIST', 'VENUPHILE']","['MORNING STAR', 'ARKLIGHT']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",14,THARSIS,"['TERRAFORMER', 'PLANNER', 'HOVERLORD']",2,"['143', '118']",1569529407,NO,GB,"['CALLISTO', 'EUROPA', 'LUNA', 'TITAN', 'TRITON']",0,-LpjEXTrVPbgK1CQ1zaf
"['MAGNATE', 'SPACE BARON', 'EXCENTRIC']","['THARSIS REPUBLIC', 'INTERPLAN. CINEMATICS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'HOVERLORD']",2,"['102', '94']",1569532190,YES,NO,"['ENCELADUS', 'IO', 'LUNA', 'PLUTO', 'TITAN']",1,-LpjP8vClk_fC92lED5y
"['MAGNATE', 'CONTRACTOR', 'VENUPHILE']","['POSEIDON', 'APHRODITE', 'SATURN SYSTEMS', 'UNMI', 'ARCADIAN COMMUNITIES']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",5,"['78', '64', '60', '53', '50']",1569540562,YES,DE,"['CALLISTO', 'CERES', 'ENCELADUS', 'LUNA', 'PLUTO', 'TITAN', 'TRITON']",2,-Lpju4sxQfa67cIyYyBD
"['LANDLORD', 'BANKER', 'SCIENTIST']","['POINT LUNA', 'VALLEY TRUST', 'ECOLINE', 'ARIDOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,THARSIS,"['BUILDER', 'PLANNER', 'HOVERLORD']",4,"['100', '74', '69', '65']",1569604371,YES,DE,"['CALLISTO', 'CERES', 'EUROPA', 'GANYMEDE', 'LUNA', 'PLUTO', 'TRITON']",0,-LpnhVDhDQZgIgdbcCvk
"['SCIENTIST', 'THERMALIST']","['ECOLINE', 'HELION', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['87', '87', '54']",1569609775,NO,US,,0,-Lpo16TpUvPnVuErpzjn
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['THARSIS REPUBLIC', 'POINT LUNA', 'VALLEY TRUST']",YES,"['CORPORATE', 'PRELUDE']",9,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",3,"['85', '75', '71']",1569612705,NO,SK,,2,-LpoCHmgVPjv7WohoKNv
"['CELEBRITY', 'INDUSTRIALIST']","['VITOR', 'SATURN SYSTEMS', 'MORNING STAR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",3,"['105', '101', '82']",1569614557,YES,NL,"['ENCELADUS', 'EUROPA', 'LUNA', 'PLUTO', 'TRITON']",0,-LpoJLtqEoaStg9XV3fM
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['MANUTECH', 'POSEIDON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['146', '116']",1569618536,NO,GB,"['EUROPA', 'GANYMEDE', 'MIRANDA', 'PLUTO', 'TRITON']",0,-LpoYXb9AlTBXiY5VyZ5
